username,description,tags,id,original_sound_path,name,license,preview_url,type,wav_sound_path,pack,bpm
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67692,/audio/original/67692.wav,Mpat 006 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67692_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67692.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67693,/audio/original/67693.wav,Mpat 007 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67693_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67693.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67694,/audio/original/67694.wav,Mpat 008 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67694_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67694.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67695,/audio/original/67695.wav,Mpat 009 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67695_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67695.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67696,/audio/original/67696.wav,Mpat 010 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67696_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67696.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67697,/audio/original/67697.wav,Mpat 011 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67697_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67697.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67698,/audio/original/67698.wav,Mpat 012 MIX b.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67698_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67698.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67699,/audio/original/67699.wav,Mpat 012 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67699_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67699.wav,https://www.freesound.org/apiv2/packs/4369/,120
sonicfire,120 bpm processed drumloop,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18548,/audio/original/18548.wav,ambienza-beatloop-02-120.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18548_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18548.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm processed drumloop,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18549,/audio/original/18549.wav,ambienza-beatloop-03-120.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18549_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18549.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm processed drumloop,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18550,/audio/original/18550.wav,ambienza-beatloop-04-120.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18550_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18550.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm processed drumloop,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18551,/audio/original/18551.wav,ambienza-beatloop-05-120.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18551_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18551.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic pad line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18552,/audio/original/18552.wav,ambienza-pad-01-cmaj1.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18552_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18552.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic pad line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18553,/audio/original/18553.wav,ambienza-pad-01-cmaj2.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18553_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18553.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic pad line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18554,/audio/original/18554.wav,ambienza-pad-01-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18554_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18554.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18555,/audio/original/18555.wav,ambienza-sequencer-01-cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18555_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18555.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18556,/audio/original/18556.wav,ambienza-sequencer-01-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18556_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18556.wav,https://www.freesound.org/apiv2/packs/1103/,120
qubodup,"A glitchy type of synth pad sound, seamlessly looping at 74bpm. Was an accident really. Sound under <a href=""http://creativecommons.org/publicdomain/zero/1.0/"" rel=""nofollow"">CC0</a>: <a href=""http://freesound.org/people/Walter_Odington/sounds/25618/"" rel=""nofollow"">House Chord Pad.aif</a> by <a href=""http://freesound.org/people/Walter_Odington/"" rel=""nofollow"">Walter_Odington</a> Used time pitch shift tool in <a href=""http://audacity.sourceforge.net/"" rel=""nofollow"">Audacity</a>. See <a href=""http://qubodup.wordpress.com/2013/11/29/benefits-of-flac-and-ogg-vorbis/"" rel=""nofollow"">benefits of FLAC/OGG files</a>. <strong>This is not public domain.</strong> This sound is licensed under <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC Attribution 3.0 License</a>. <a href=""http://www.freesound.org/people/qubodup/"" rel=""nofollow"">Contact me</a> if you need help understanding the license. When using this sound, you must include attribution in the form of:<blockquote><a href=""http://freesound.org/people/qubodup/sounds/215165"" rel=""nofollow"">74bpm Annoyed Synth Pad Loop</a> by <a href=""http://freesound.org/people/qubodup"" rel=""nofollow"">Iwan Gabovitch</a> under <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC-BY 3.0 License</a></blockquote> Plaintext:<blockquote>74bpm Annoyed Synth Pad Loop http:&#47;/freesound.org/people/qubodup/sounds/215165 by Iwan ‘qubodup’ Gabovitch http:&#47;/freesound.org/people/qubodup under CC-BY 3.0 License http:&#47;/creativecommons.org/licenses/by/3.0/legalcode</blockquote> HTML:<blockquote>&lt;a href=""http:&#47;/freesound.org/people/qubodup/sounds/215165""&gt;74bpm Annoyed Synth Pad Loop&lt;/a&gt; by &lt;a href=""http:&#47;/freesound.org/people/qubodup""&gt;Iwan Gabovitch&lt;/a&gt; under &lt;a href=""http:&#47;/creativecommons.org/licenses/by/3.0/legalcode""&gt;CC-BY 3.0 License&lt;/a&gt;</blockquote> Read the <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC Attribution 3.0 license</a> (in particular section 4) for full terms. Some clarification: you may not remove license/authorship information, sound boards, games and software must include a credits screen with working weblinks, video must include full attribution both in text description and video itself (in-video credits), attribution must be at least as prominent as the credits for the other contributing authors of your work. You can use ""qubodup"" or ""Iwan 'qubodup' Gabovitch"" instead of my full name if you like.","['loop', 'synth', 'speed', 'weird', 'pitch', 'time', 'music', 'glitch', 'seamless', 'distorted', 'shift', 'synthesized', '74-bpm', '74bpm']",215165,/audio/original/215165.flac,74bpm Annoyed Synth Pad Loop,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/215/215165_71257-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/215165.wav,,74
sonicfire,120 bpm synthetic sequencer line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18558,/audio/original/18558.wav,ambienza-sequencer-03-cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18558_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18558.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18559,/audio/original/18559.wav,ambienza-sequencer-03-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18559_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18559.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18560,/audio/original/18560.wav,ambienza-sequencer-04-cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18560_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18560.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18561,/audio/original/18561.wav,ambienza-sequencer-04-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18561_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18561.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18562,/audio/original/18562.wav,ambienza-sequencer-05-A.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18562_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18562.wav,https://www.freesound.org/apiv2/packs/1103/,120
oceanictrancer,dumb loop made quickly in the mac version of lmms that came out recently. made on macbook pro with crappy laptop speakers.,"['lame', 'shit', 'loop', 'stupid', 'retarded']",256131,/audio/original/256131.wav,basic 120 bpm,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/256/256131_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/256131.wav,https://www.freesound.org/apiv2/packs/14203/,120
sonicfire,120 bpm synthetic sequencer line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18564,/audio/original/18564.wav,ambienza-sequencer-06-120-cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18564_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18564.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18565,/audio/original/18565.wav,ambienza-sequencer-06-120-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18565_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18565.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18566,/audio/original/18566.wav,ambienza-sequencer-07-120bpm-cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18566_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18566.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18567,/audio/original/18567.wav,ambienza-sequencer-07-120bpm-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18567_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18567.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18568,/audio/original/18568.wav,ambienza-sequencer-08-120bpm-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18568_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18568.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18569,/audio/original/18569.wav,ambienza-sequencer-09-120bpm-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18569_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18569.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18570,/audio/original/18570.wav,ambienza-synthetic_line_01-Cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18570_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18570.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18571,/audio/original/18571.wav,ambienza-synthetic_line_01-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18571_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18571.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18572,/audio/original/18572.wav,ambienza-synthetic_line_02-Cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18572_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18572.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18573,/audio/original/18573.wav,ambienza-synthetic_line_02-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18573_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18573.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18574,/audio/original/18574.wav,ambienza-synthetic_line_03-Cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18574_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18574.wav,https://www.freesound.org/apiv2/packs/1103/,120
QLC,"A really slow, fatass breakbeat at 100bpm.","['beat', 'gabber', 'loop', 'trip-hop']",69997,/audio/original/69997.wav,100 comin up 2.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/69/69997_872132-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/69997.wav,https://www.freesound.org/apiv2/packs/4520/,100
sonicfire,120 bpm synthetic melody line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18576,/audio/original/18576.wav,ambienza-synthetic_line_04-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18576_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18576.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18577,/audio/original/18577.wav,ambienza-synthetic_line_05-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18577_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18577.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18578,/audio/original/18578.wav,ambienza-synthetic_line_06-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18578_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18578.wav,https://www.freesound.org/apiv2/packs/1103/,120
sonicfire,120 bpm synthetic melody line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18579,/audio/original/18579.wav,ambienza-synthetic_line_07-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18579_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18579.wav,https://www.freesound.org/apiv2/packs/1103/,120
NoiseCollector,Some more loops made with freeware synth and drum machines and cool edit. File name indicates tempo.,"['120', 'bpm', 'loop']",43160,/audio/original/43160.wav,120bpmshizzle.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43160_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43160.wav,https://www.freesound.org/apiv2/packs/2650/,120
NoiseCollector,Some more loops made with freeware synth and drum machines and cool edit. File name indicates tempo.,"['120', 'bpm', 'loop']",43161,/audio/original/43161.wav,120bpmshizzle1.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43161_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43161.wav,https://www.freesound.org/apiv2/packs/2650/,120
NoiseCollector,Some more loops made with freeware synth and drum machines and cool edit. File name indicates tempo.,"['120', 'bpm', 'loop']",43162,/audio/original/43162.wav,120bpmshizzle2.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43162_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43162.wav,https://www.freesound.org/apiv2/packs/2650/,120
NoiseCollector,Some more loops made with freeware synth and drum machines and cool edit. File name indicates tempo.,"['120', 'bpm', 'loop']",43163,/audio/original/43163.wav,120bpmshizzle3.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43163_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43163.wav,https://www.freesound.org/apiv2/packs/2650/,120
NoiseCollector,Some more loops made with freeware synth and drum machines and cool edit. File name indicates tempo.,"['120', 'bpm', 'loop']",43164,/audio/original/43164.wav,120bpmshizzle4.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43164_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43164.wav,https://www.freesound.org/apiv2/packs/2650/,120
NoiseCollector,Some more loops made with freeware synth and drum machines and cool edit. File name indicates tempo.,"['120', 'bpm', 'loop']",43165,/audio/original/43165.wav,120bpmshizzle5.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43165_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43165.wav,https://www.freesound.org/apiv2/packs/2650/,120
NoiseCollector,Some more loops made with freeware synth and drum machines and cool edit. File name indicates tempo.,"['120', 'bpm', 'loop']",43166,/audio/original/43166.wav,120crazybass.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43166_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43166.wav,https://www.freesound.org/apiv2/packs/2650/,120
NoiseCollector,More bassy synth loops with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'loop', 'synth']",43167,/audio/original/43167.wav,85damn.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43167_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43167.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,More bassy synth loops with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'loop', 'synth']",43168,/audio/original/43168.wav,85damn2.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43168_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43168.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,More bassy synth loops with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'loop', 'synth']",43169,/audio/original/43169.wav,85damn3.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43169_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43169.wav,https://www.freesound.org/apiv2/packs/2650/,85
orangefreesounds,"Bass Loop 160 bpm. Loop created with Waldorf synthesizer. <a href=""http://www.orangefreesounds.com/bass-loops-sound-pack/"" rel=""nofollow"">http://www.orangefreesounds.com/bass-loops-sound-pack/</a>","['loop', 'electronic', 'electro', 'loops', 'synth', 'music', 'techno', 'beats', 'synthesizer', 'free', 'beat', 'bass-loop', 'bass', 'audio-loop', 'music-loop', 'bass-sound', 'sound']",264354,/audio/original/264354.wav,Bass Loop 160 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/264/264354_4388723-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/264354.wav,,160
NoiseCollector,More bassy synth loops with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'loop', 'synth']",43171,/audio/original/43171.wav,85damn5.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43171_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43171.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,More drum loops made freeware drum machine with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'drum', 'loop']",43172,/audio/original/43172.wav,85drummle.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43172_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43172.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,More drum loops made freeware drum machine with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'drum', 'loop']",43173,/audio/original/43173.wav,85drummle2.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43173_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43173.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,More drum loops made freeware drum machine with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'drum', 'loop']",43174,/audio/original/43174.wav,85drummle3.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43174_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43174.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,More drum loops made freeware drum machine with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'drum', 'loop']",43175,/audio/original/43175.wav,85drummle4.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43175_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43175.wav,https://www.freesound.org/apiv2/packs/2650/,85
